district_number,district_name,school_number,school_name,year,subgroup,denominator,percent_ca,percent_ca_previous,baseline_year
300,Greene County Schools,60,Mosheim Elementary,2018,Students with Disabilities,182,11.5,15.2,2017
300,Greene County Schools,67,Nolachuckey Elementary,2018,All Students,317,3.5,5,2017
300,Greene County Schools,67,Nolachuckey Elementary,2018,Black/Hispanic/Native,0,*,*,
300,Greene County Schools,67,Nolachuckey Elementary,2018,Economically Disadvantaged,82,6.1,5.3,2017
300,Greene County Schools,67,Nolachuckey Elementary,2018,English Learners,0,*,*,
300,Greene County Schools,67,Nolachuckey Elementary,2018,Students with Disabilities,50,2.0,0,2017
300,Greene County Schools,70,North Greene High School,2018,All Students,387,9.6,11.1,2017
300,Greene County Schools,70,North Greene High School,2018,Black/Hispanic/Native,0,*,*,
300,Greene County Schools,70,North Greene High School,2018,Economically Disadvantaged,116,14.7,22.9,2017
300,Greene County Schools,70,North Greene High School,2018,English Learners,,*,*,
300,Greene County Schools,70,North Greene High School,2018,Students with Disabilities,63,17.5,15.5,2017
300,Greene County Schools,75,Ottway Elementary,2018,All Students,211,6.6,10.3,2017
300,Greene County Schools,75,Ottway Elementary,2018,Black/Hispanic/Native,0,*,*,
300,Greene County Schools,75,Ottway Elementary,2018,Economically Disadvantaged,88,10.2,13.1,2017
300,Greene County Schools,75,Ottway Elementary,2018,English Learners,0,*,*,
300,Greene County Schools,75,Ottway Elementary,2018,Students with Disabilities,40,12.5,11.1,2017
300,Greene County Schools,80,South Greene High School,2018,All Students,484,5.6,5.1,2017
300,Greene County Schools,80,South Greene High School,2018,Black/Hispanic/Native,0,*,*,
300,Greene County Schools,80,South Greene High School,2018,Economically Disadvantaged,130,9.2,7.9,2017
300,Greene County Schools,80,South Greene High School,2018,English Learners,0,*,*,
300,Greene County Schools,80,South Greene High School,2018,Students with Disabilities,78,5.1,3.8,2017
300,Greene County Schools,95,West Greene High School,2018,All Students,622,12.4,17.9,2017
300,Greene County Schools,95,West Greene High School,2018,Black/Hispanic/Native,0,*,*,
300,Greene County Schools,95,West Greene High School,2018,Economically Disadvantaged,211,19.0,24.4,2017
300,Greene County Schools,95,West Greene High School,2018,English Learners,0,*,*,
300,Greene County Schools,95,West Greene High School,2018,Students with Disabilities,95,17.9,22.3,2017
300,Greene County Schools,100,West Pines Elementary,2018,All Students,181,6.6,7.3,2017
300,Greene County Schools,100,West Pines Elementary,2018,Black/Hispanic/Native,0,*,*,
300,Greene County Schools,100,West Pines Elementary,2018,Economically Disadvantaged,79,6.3,11.3,2017
300,Greene County Schools,100,West Pines Elementary,2018,English Learners,0,*,*,
300,Greene County Schools,100,West Pines Elementary,2018,Students with Disabilities,40,5.0,5.3,2017
301,Greeneville City Schools,0,,2018,All Students,2997,6.1,6.4,2017
301,Greeneville City Schools,0,,2018,Black/Hispanic/Native,549,6.7,7.9,2017
301,Greeneville City Schools,0,,2018,Economically Disadvantaged,859,11.2,10.5,2017
301,Greeneville City Schools,0,,2018,English Learners,92,4.3,8.9,2017
301,Greeneville City Schools,0,,2018,Students with Disabilities,459,10.7,9.8,2017
301,Greeneville City Schools,8,C Hal Henard Elementary,2018,All Students,323,6.5,7.6,2017
301,Greeneville City Schools,8,C Hal Henard Elementary,2018,Black/Hispanic/Native,83,7.2,5.2,2017
301,Greeneville City Schools,8,C Hal Henard Elementary,2018,Economically Disadvantaged,127,7.9,11.8,2017
301,Greeneville City Schools,8,C Hal Henard Elementary,2018,English Learners,0,*,*,
301,Greeneville City Schools,8,C Hal Henard Elementary,2018,Students with Disabilities,61,13.1,9.3,2017
301,Greeneville City Schools,15,Eastview Elementary,2018,All Students,319,6.0,3.4,2017
301,Greeneville City Schools,15,Eastview Elementary,2018,Black/Hispanic/Native,37,10.8,5.3,2017
301,Greeneville City Schools,15,Eastview Elementary,2018,Economically Disadvantaged,68,11.8,7.1,2017
301,Greeneville City Schools,15,Eastview Elementary,2018,English Learners,0,*,*,
301,Greeneville City Schools,15,Eastview Elementary,2018,Students with Disabilities,51,9.8,6.8,2017
301,Greeneville City Schools,20,Greeneville High School,2018,All Students,866,6.1,8.4,2017
301,Greeneville City Schools,20,Greeneville High School,2018,Black/Hispanic/Native,142,7.0,10.1,2017
301,Greeneville City Schools,20,Greeneville High School,2018,Economically Disadvantaged,160,13.1,16.2,2017
301,Greeneville City Schools,20,Greeneville High School,2018,English Learners,0,*,*,
301,Greeneville City Schools,20,Greeneville High School,2018,Students with Disabilities,122,11.5,16.1,2017
301,Greeneville City Schools,25,Greeneville Middle School,2018,All Students,705,9.5,10,2017
301,Greeneville City Schools,25,Greeneville Middle School,2018,Black/Hispanic/Native,137,8.0,14.1,2017
301,Greeneville City Schools,25,Greeneville Middle School,2018,Economically Disadvantaged,198,17.7,17.8,2017
301,Greeneville City Schools,25,Greeneville Middle School,2018,English Learners,0,*,*,
301,Greeneville City Schools,25,Greeneville Middle School,2018,Students with Disabilities,92,14.1,14.6,2017
301,Greeneville City Schools,30,Highland Elementary,2018,All Students,163,12.3,8.9,2017
301,Greeneville City Schools,30,Highland Elementary,2018,Black/Hispanic/Native,58,6.9,0,2017
301,Greeneville City Schools,30,Highland Elementary,2018,Economically Disadvantaged,106,13.2,6.5,2017
301,Greeneville City Schools,30,Highland Elementary,2018,English Learners,0,*,*,
301,Greeneville City Schools,30,Highland Elementary,2018,Students with Disabilities,31,19.4,*,
301,Greeneville City Schools,35,Tusculum View Elementary,2018,All Students,354,4.2,4.6,2017
301,Greeneville City Schools,35,Tusculum View Elementary,2018,Black/Hispanic/Native,66,4.5,5.1,2017
301,Greeneville City Schools,35,Tusculum View Elementary,2018,Economically Disadvantaged,103,9.7,7.3,2017
301,Greeneville City Schools,35,Tusculum View Elementary,2018,English Learners,0,*,*,
301,Greeneville City Schools,35,Tusculum View Elementary,2018,Students with Disabilities,59,6.8,7.7,2017
310,Grundy County Schools,0,,2018,All Students,1976,8.9,11.9,2017
310,Grundy County Schools,0,,2018,Black/Hispanic/Native,27,0,11.1,2017
310,Grundy County Schools,0,,2018,Economically Disadvantaged,368,9.0,13.6,2017
310,Grundy County Schools,0,,2018,English Learners,9,*,9.1,
310,Grundy County Schools,0,,2018,Students with Disabilities,346,11.3,16.9,2017
310,Grundy County Schools,15,Coalmont Elementary,2018,All Students,246,6.5,12,2017
310,Grundy County Schools,15,Coalmont Elementary,2018,Black/Hispanic/Native,0,*,*,
310,Grundy County Schools,15,Coalmont Elementary,2018,Economically Disadvantaged,0,*,*,
310,Grundy County Schools,15,Coalmont Elementary,2018,English Learners,,*,*,
310,Grundy County Schools,15,Coalmont Elementary,2018,Students with Disabilities,51,11.8,12.5,2017
310,Grundy County Schools,25,Grundy County High School,2018,All Students,668,11.5,19.2,2017
310,Grundy County Schools,25,Grundy County High School,2018,Black/Hispanic/Native,0,*,*,
310,Grundy County Schools,25,Grundy County High School,2018,Economically Disadvantaged,0,*,*,
310,Grundy County Schools,25,Grundy County High School,2018,English Learners,0,*,*,
310,Grundy County Schools,25,Grundy County High School,2018,Students with Disabilities,127,12.6,25.2,2017
310,Grundy County Schools,35,North Elementary,2018,All Students,278,8.6,6.4,2017
310,Grundy County Schools,35,North Elementary,2018,Black/Hispanic/Native,0,*,*,
310,Grundy County Schools,35,North Elementary,2018,Economically Disadvantaged,0,*,*,
310,Grundy County Schools,35,North Elementary,2018,English Learners,0,*,*,
310,Grundy County Schools,35,North Elementary,2018,Students with Disabilities,40,10.0,*,
310,Grundy County Schools,40,Palmer Elementary,2018,All Students,123,3.3,3.7,2017
310,Grundy County Schools,40,Palmer Elementary,2018,Black/Hispanic/Native,0,*,*,
310,Grundy County Schools,40,Palmer Elementary,2018,Economically Disadvantaged,53,3.8,5.3,2017
310,Grundy County Schools,40,Palmer Elementary,2018,English Learners,0,*,*,
310,Grundy County Schools,40,Palmer Elementary,2018,Students with Disabilities,0,*,*,
310,Grundy County Schools,45,Pelham Elementary,2018,All Students,151,2.6,5.3,2017
310,Grundy County Schools,45,Pelham Elementary,2018,Black/Hispanic/Native,,*,*,
310,Grundy County Schools,45,Pelham Elementary,2018,Economically Disadvantaged,48,4.2,7.3,2017
310,Grundy County Schools,45,Pelham Elementary,2018,English Learners,,*,*,
310,Grundy County Schools,45,Pelham Elementary,2018,Students with Disabilities,0,*,*,
310,Grundy County Schools,60,Swiss Memorial Elementary,2018,All Students,187,5.9,5.9,2017
310,Grundy County Schools,60,Swiss Memorial Elementary,2018,Black/Hispanic/Native,0,*,*,
310,Grundy County Schools,60,Swiss Memorial Elementary,2018,Economically Disadvantaged,95,5.3,5.3,2017
310,Grundy County Schools,60,Swiss Memorial Elementary,2018,English Learners,,*,*,
310,Grundy County Schools,60,Swiss Memorial Elementary,2018,Students with Disabilities,0,*,*,
310,Grundy County Schools,65,Tracy Elementary,2018,All Students,322,11.8,9.6,2017
310,Grundy County Schools,65,Tracy Elementary,2018,Black/Hispanic/Native,0,*,*,
310,Grundy County Schools,65,Tracy Elementary,2018,Economically Disadvantaged,145,10.3,7.5,2017
310,Grundy County Schools,65,Tracy Elementary,2018,English Learners,0,*,*,
310,Grundy County Schools,65,Tracy Elementary,2018,Students with Disabilities,55,16.4,7.7,2017
320,Hamblen County Schools,0,,2018,All Students,10227,0.7,6.7,2017
320,Hamblen County Schools,0,,2018,Black/Hispanic/Native,3439,0.3,5.2,2017
320,Hamblen County Schools,0,,2018,Economically Disadvantaged,4481,1.1,9.9,2017
320,Hamblen County Schools,0,,2018,English Learners,1277,0.4,2.6,2017
320,Hamblen County Schools,0,,2018,Students with Disabilities,1470,1.4,10,2017
320,Hamblen County Schools,5,Alpha Elementary,2018,All Students,633,7.4,2.6,2017
320,Hamblen County Schools,5,Alpha Elementary,2018,Black/Hispanic/Native,95,3.2,2.2,2017
320,Hamblen County Schools,5,Alpha Elementary,2018,Economically Disadvantaged,228,12.7,4.7,2017
320,Hamblen County Schools,5,Alpha Elementary,2018,English Learners,46,2.2,0,2017
320,Hamblen County Schools,5,Alpha Elementary,2018,Students with Disabilities,101,6.9,5,2017
320,Hamblen County Schools,7,East Ridge Middle School,2018,All Students,604,0.2,6,2017
320,Hamblen County Schools,7,East Ridge Middle School,2018,Black/Hispanic/Native,74,0,7.4,2017
320,Hamblen County Schools,7,East Ridge Middle School,2018,Economically Disadvantaged,186,0.5,13.9,2017
320,Hamblen County Schools,7,East Ridge Middle School,2018,English Learners,0,*,*,
320,Hamblen County Schools,7,East Ridge Middle School,2018,Students with Disabilities,54,0,8.8,2017
320,Hamblen County Schools,10,Fairview Marguerite,2018,All Students,489,0,6.9,2017
320,Hamblen County Schools,10,Fairview Marguerite,2018,Black/Hispanic/Native,312,0,2.7,2017
320,Hamblen County Schools,10,Fairview Marguerite,2018,Economically Disadvantaged,289,0,7.8,2017
320,Hamblen County Schools,10,Fairview Marguerite,2018,English Learners,208,0,.8,2017
320,Hamblen County Schools,10,Fairview Marguerite,2018,Students with Disabilities,76,0,10.6,2017
320,Hamblen County Schools,12,Hillcrest Elementary,2018,All Students,561,0,5.4,2017
320,Hamblen County Schools,12,Hillcrest Elementary,2018,Black/Hispanic/Native,340,0,2.4,2017
320,Hamblen County Schools,12,Hillcrest Elementary,2018,Economically Disadvantaged,372,0,5.8,2017
320,Hamblen County Schools,12,Hillcrest Elementary,2018,English Learners,169,0,.5,2017
320,Hamblen County Schools,12,Hillcrest Elementary,2018,Students with Disabilities,85,0,3.4,2017
320,Hamblen County Schools,14,John Hay Elementary,2018,All Students,291,0,3.9,2017
320,Hamblen County Schools,14,John Hay Elementary,2018,Black/Hispanic/Native,123,0,4.5,2017
320,Hamblen County Schools,14,John Hay Elementary,2018,Economically Disadvantaged,153,0,7.1,2017
320,Hamblen County Schools,14,John Hay Elementary,2018,English Learners,60,0,1.5,2017
320,Hamblen County Schools,14,John Hay Elementary,2018,Students with Disabilities,45,0,7,2017
320,Hamblen County Schools,15,Manley Elementary,2018,All Students,543,0.2,9.5,2017
320,Hamblen County Schools,15,Manley Elementary,2018,Black/Hispanic/Native,137,0,6.9,2017
320,Hamblen County Schools,15,Manley Elementary,2018,Economically Disadvantaged,185,0.5,16.6,2017
320,Hamblen County Schools,15,Manley Elementary,2018,English Learners,100,0,3.8,2017
320,Hamblen County Schools,15,Manley Elementary,2018,Students with Disabilities,96,0,18.6,2017
320,Hamblen County Schools,18,Lincoln Heights Elementary,2018,All Students,509,0,11.9,2017
320,Hamblen County Schools,18,Lincoln Heights Elementary,2018,Black/Hispanic/Native,330,0,5.9,2017
320,Hamblen County Schools,18,Lincoln Heights Elementary,2018,Economically Disadvantaged,374,0,13.1,2017
320,Hamblen County Schools,18,Lincoln Heights Elementary,2018,English Learners,169,0,1.9,2017
320,Hamblen County Schools,18,Lincoln Heights Elementary,2018,Students with Disabilities,100,0,14.4,2017
320,Hamblen County Schools,20,Russellville Elementary,2018,All Students,558,1.4,6,2017
320,Hamblen County Schools,20,Russellville Elementary,2018,Black/Hispanic/Native,70,0,10.1,2017
320,Hamblen County Schools,20,Russellville Elementary,2018,Economically Disadvantaged,198,3.5,10.7,2017
320,Hamblen County Schools,20,Russellville Elementary,2018,English Learners,0,*,*,
320,Hamblen County Schools,20,Russellville Elementary,2018,Students with Disabilities,102,4.9,11,2017
320,Hamblen County Schools,27,Lincoln Heights Middle School,2018,All Students,548,0,5.5,2017
320,Hamblen County Schools,27,Lincoln Heights Middle School,2018,Black/Hispanic/Native,260,0,0,2017
320,Hamblen County Schools,27,Lincoln Heights Middle School,2018,Economically Disadvantaged,318,0,5.9,2017
320,Hamblen County Schools,27,Lincoln Heights Middle School,2018,English Learners,69,0,0,2017
320,Hamblen County Schools,27,Lincoln Heights Middle School,2018,Students with Disabilities,90,0,8.4,2017
320,Hamblen County Schools,30,Union Heights Elementary,2018,All Students,276,0,5.3,2017
320,Hamblen County Schools,30,Union Heights Elementary,2018,Black/Hispanic/Native,39,0,9.8,2017
320,Hamblen County Schools,30,Union Heights Elementary,2018,Economically Disadvantaged,123,0,6.6,2017
320,Hamblen County Schools,30,Union Heights Elementary,2018,English Learners,0,*,*,
320,Hamblen County Schools,30,Union Heights Elementary,2018,Students with Disabilities,52,0,11.9,2017
